,PolicyholderAgeinyears,IncomeofPolicyholderperannum,Planenrolledyear,YearofMaturity,NumberofPremiumspaidinyears,PremiumPaidtilldate,Totaldelayedmonths,Default
3839,64,105130,2014,2039,9,187500,13,1
3840,43,105130,2015,2040,8,166666,11,1
3841,66,105130,2019,2044,4,83333,16,0
3842,33,105130,2014,2039,9,187500,13,1
3843,38,105130,2015,2040,8,166666,11,1
3844,35,105120,2019,2044,4,83333,11,0
3845,43,105120,2015,2040,8,166666,11,1
3846,85,105120,2019,2044,4,83333,12,0
3847,76,105110,2014,2039,9,187500,13,1
3848,32,105110,2015,2040,8,166666,11,1
3849,53,105110,2019,2044,4,83333,11,0
3850,49,105110,2021,2046,2,41666,11,0
3851,49,105110,2020,2045,3,62500,11,0
3852,36,105100,2015,2040,8,166666,11,1
3853,69,105100,2019,2044,4,83333,11,0
3854,49,105100,2014,2039,9,187500,13,1
3855,47,105100,2015,2040,8,166666,12,1
3856,68,105100,2019,2044,4,83333,11,0
3857,44,105100,2021,2046,2,41666,12,0
3858,43,105090,2020,2045,3,62500,13,0
3859,75,105090,2015,2040,8,166666,12,1
3860,40,105090,2019,2044,4,83333,11,0
3861,46,105080,2014,2039,9,187500,13,1
3862,53,105080,2015,2040,8,166666,11,1
3863,50,105080,2019,2044,4,83333,11,0
3864,33,105070,2015,2040,8,166666,11,1
3865,67,105070,2019,2044,4,83333,11,0
3866,46,105070,2014,2039,9,187500,14,1
3867,30,105070,2015,2040,8,166666,11,1
3868,35,105070,2019,2044,4,83333,16,0
3869,43,105070,2021,2046,2,41666,11,0
3870,57,105070,2020,2045,3,62500,11,0
3871,51,105060,2015,2040,8,166666,11,1
3872,58,105060,2019,2044,4,83333,11,0
3873,35,105060,2014,2039,9,187500,16,1
3874,30,105060,2015,2040,8,166666,11,1
3875,52,105060,2019,2044,4,83333,16,0
3876,42,105060,2021,2046,2,41666,11,0
3877,58,105060,2020,2045,3,62500,13,0
3878,35,105050,2015,2040,8,166666,11,1
3879,41,105050,2019,2044,4,83333,11,0
3880,30,105050,2014,2039,9,187500,13,1
3881,56,105040,2015,2040,8,166666,11,1
3882,47,105040,2019,2044,4,83333,11,0
3883,35,105040,2015,2040,8,166666,11,1
3884,42,105040,2019,2044,4,83333,12,0
3885,60,105040,2014,2039,9,187500,13,1
3886,66,105040,2015,2040,8,166666,12,1
3887,38,105040,2019,2044,4,83333,11,0
3888,61,105030,2021,2046,2,41666,11,0
3889,46,105030,2020,2045,3,62500,11,0
3890,63,105030,2015,2040,8,166666,11,1
3891,65,104990,2019,2044,4,83333,11,0
3892,38,104810,2014,2039,9,187500,13,1
3893,47,104610,2015,2040,8,166666,11,1
3894,32,104530,2019,2044,4,83333,11,0
3895,68,104320,2021,2046,2,41666,11,0
3896,54,104310,2020,2045,3,62500,11,0
3897,31,103950,2015,2040,8,166666,12,1
3898,32,103730,2019,2044,4,83333,11,0
3899,48,103650,2014,2039,9,187500,13,1
3900,35,103360,2015,2040,8,166666,11,1
3901,61,103250,2019,2044,4,83333,11,0
3902,82,103120,2015,2040,8,166666,13,1
3903,40,103110,2019,2044,4,83333,11,0
3904,38,103090,2014,2039,9,187500,16,0
3905,64,103040,2015,2040,8,166666,12,1
3906,60,102950,2019,2044,4,83333,11,0
3907,78,102860,2014,2039,9,187500,14,1
3908,32,102850,2015,2040,8,166666,11,1
3909,33,102680,2019,2044,4,83333,13,0
3910,64,102630,2015,2040,8,166666,12,1
3911,33,102620,2019,2044,4,83333,11,0
3912,62,102610,2014,2039,9,187500,13,1
3913,49,102590,2015,2040,8,166666,11,1
3914,58,102530,2019,2044,4,83333,16,0
3915,83,102400,2014,2039,9,187500,13,1
3916,73,102150,2015,2040,8,166666,11,1
3917,51,102140,2019,2044,4,83333,11,0
3918,69,102130,2015,2040,8,166666,12,1
3919,67,102120,2019,2044,4,83333,16,0
3920,60,102110,2014,2039,9,187500,13,1
3921,39,102110,2015,2040,8,166666,11,1
3922,42,102100,2019,2044,4,83333,11,0
3923,50,102090,2014,2039,9,187500,13,1
3924,65,102080,2015,2040,8,166666,11,1
3925,48,102080,2019,2044,4,83333,12,0
3926,37,102060,2015,2040,8,166666,11,1
3927,31,102060,2019,2044,4,83333,13,0
3928,69,102050,2014,2039,9,187500,13,1
3929,49,102040,2015,2040,8,166666,11,1
3930,54,102030,2019,2044,4,83333,11,0
3931,37,102030,2014,2039,9,187500,13,1
3932,71,102020,2015,2040,8,166666,11,1
3933,35,101980,2019,2044,4,83333,11,0
3934,32,101810,2015,2040,8,166666,11,1
3935,66,101620,2019,2044,4,83333,11,0
3936,66,101530,2014,2039,9,187500,13,1
3937,32,101450,2015,2040,8,166666,14,1
3938,40,101350,2019,2044,4,83333,11,0
3939,30,101350,2014,2039,9,187500,11,1
3940,66,101290,2015,2040,8,166666,11,1
3941,41,101170,2019,2044,4,83333,13,0
3942,52,101140,2015,2040,8,166666,11,1
3943,39,101130,2019,2044,4,83333,11,0
3944,58,101100,2014,2039,9,187500,13,1
3945,45,101010,2015,2040,8,166666,11,1
3946,61,100970,2019,2044,4,83333,11,0
3947,40,100950,2019,2044,4,83333,11,0
3948,35,100910,2014,2039,9,187500,13,1
3949,30,100810,2015,2040,8,166666,11,1
3950,62,100750,2019,2044,4,83333,16,0
3951,37,100650,2015,2040,8,166666,11,1
3952,49,100640,2019,2044,4,83333,16,0
3953,57,100630,2014,2039,9,187500,13,1
3954,43,100560,2015,2040,8,166666,11,1
3955,33,100560,2019,2044,4,83333,12,0
3956,30,100220,2014,2039,9,187500,13,1
3957,79,100140,2015,2040,8,166666,11,1
3958,39,100130,2019,2044,4,83333,12,0
3959,31,100130,2015,2040,8,166666,11,1
3960,46,100110,2019,2044,4,83333,11,0
3961,54,100110,2014,2039,9,187500,13,1
3962,54,100100,2015,2040,8,166666,11,1
3963,42,100080,2019,2044,4,83333,11,0
3964,48,100080,2019,2044,4,83333,12,0
3965,40,100070,2014,2039,9,187500,13,1
3966,80,100070,2015,2040,8,166666,11,1
3967,85,100060,2019,2044,4,83333,16,0
3968,53,100060,2015,2040,8,166666,11,1
3969,33,100050,2019,2044,4,83333,11,0
3970,38,100040,2014,2039,9,187500,13,1
3971,43,100040,2015,2040,8,166666,16,1
3972,40,100020,2019,2044,4,83333,11,0
3973,58,99990,2014,2039,9,187500,13,1
3974,45,99990,2015,2040,8,166666,11,1
3975,60,99950,2019,2044,4,83333,11,0
3976,52,99850,2015,2040,8,166666,11,1
3977,51,99710,2019,2044,4,83333,11,0
3978,88,99570,2014,2039,9,187500,13,1
3979,38,99450,2015,2040,8,166666,11,1
3980,35,99270,2019,2044,4,83333,11,0
3981,57,99210,2019,2044,4,83333,11,0
3982,59,99180,2014,2039,9,187500,13,1
3983,45,99130,2015,2040,8,166666,11,1
3984,84,99120,2019,2044,4,83333,11,0
3985,57,99120,2015,2040,8,166666,11,1
3986,65,99100,2019,2044,4,83333,16,0
3987,41,99090,2014,2039,9,187500,13,1
3988,56,99090,2015,2040,8,166666,12,1
3989,65,99080,2019,2044,4,83333,16,0
3990,38,99070,2014,2039,9,187500,13,1
3991,64,99070,2015,2040,8,166666,11,1
3992,30,99070,2019,2044,4,83333,11,0
3993,49,99040,2015,2040,8,166666,11,1
3994,37,99040,2019,2044,4,83333,11,0
3995,49,99030,2014,2039,9,187500,13,1
3996,70,98850,2015,2040,8,166666,13,1
3997,54,98690,2019,2044,4,83333,11,0
3998,46,98670,2021,2046,2,41666,11,0
3999,35,98650,2020,2045,3,62500,11,0
4000,38,98620,2015,2040,8,166666,11,1
4001,73,98560,2019,2044,4,83333,11,0
4002,62,98520,2014,2039,9,187500,14,1
4003,54,98440,2015,2040,8,166666,11,1
4004,66,98400,2019,2044,4,83333,11,0
4005,51,98380,2021,2046,2,41666,11,0
4006,40,98320,2020,2045,3,62500,12,0
4007,64,98280,2015,2040,8,166666,11,1
4008,43,98220,2019,2044,4,83333,11,0
4009,61,98140,2014,2039,9,187500,13,1
4010,48,98140,2015,2040,8,166666,16,1
4011,61,97930,2019,2044,4,83333,11,0
4012,74,97890,2015,2040,8,166666,16,1
4013,42,97880,2019,2044,4,83333,11,0
4014,53,97830,2014,2039,9,187500,13,1
4015,44,97640,2015,2040,8,166666,12,1
4016,52,97630,2019,2044,4,83333,11,0
4017,32,97630,2021,2046,2,41666,11,0
4018,41,97620,2020,2045,3,62500,11,0
4019,68,97620,2015,2040,8,166666,11,1
4020,72,97610,2019,2044,4,83333,11,0
4021,52,97600,2014,2039,9,187500,13,1
4022,53,97590,2015,2040,8,166666,11,1
4023,69,97590,2019,2044,4,83333,11,0
4024,63,97580,2021,2046,2,41666,11,0
4025,54,97570,2020,2045,3,62500,11,0
4026,40,97560,2015,2040,8,166666,11,1
4027,53,97510,2019,2044,4,83333,11,0
4028,53,97380,2014,2039,9,187500,13,1
4029,46,97260,2015,2040,8,166666,11,1
4030,35,96420,2019,2044,4,83333,11,0
4031,41,96370,2015,2040,8,166666,11,1
4032,44,96350,2019,2044,4,83333,11,0
4033,53,96350,2014,2039,9,187500,13,1
4034,58,96150,2015,2040,8,166666,11,1
4035,59,96150,2019,2044,4,83333,11,0
4036,73,96150,2021,2046,2,41666,11,0
4037,49,96140,2020,2045,3,62500,12,0
4038,53,96130,2015,2040,8,166666,11,1
4039,33,96130,2019,2044,4,83333,11,0
4040,61,96130,2014,2039,9,187500,13,1
4041,46,96120,2015,2040,8,166666,12,1
4042,65,96110,2019,2044,4,83333,11,0
4043,31,96110,2021,2046,2,41666,11,0
4044,36,96110,2020,2045,3,62500,11,0
4045,36,96100,2015,2040,8,166666,11,1
4046,48,96100,2019,2044,4,83333,11,0
4047,41,96100,2014,2039,9,187500,13,1
4048,76,96080,2015,2040,8,166666,11,1
4049,48,96070,2019,2044,4,83333,11,0
4050,61,96070,2015,2040,8,166666,11,1
4051,36,96060,2019,2044,4,83333,16,0
4052,40,96060,2014,2039,9,187500,13,1
4053,45,96060,2015,2040,8,166666,11,1
4054,41,96060,2019,2044,4,83333,12,0
4055,61,96040,2014,2039,9,187500,13,1
4056,34,96040,2015,2040,8,166666,12,1
4057,76,96040,2019,2044,4,83333,11,0
4058,64,96030,2015,2040,8,166666,11,1
4059,58,95780,2019,2044,4,83333,11,0
4060,42,95750,2014,2039,9,187500,13,1
4061,51,95690,2015,2040,8,166666,11,1
4062,46,95600,2019,2044,4,83333,11,0
4063,46,95430,2014,2039,9,187500,13,1
4064,62,95420,2015,2040,8,166666,11,1
4065,33,95330,2019,2044,4,83333,12,0
4066,49,95300,2015,2040,8,166666,11,1
4067,48,95130,2019,2044,4,83333,11,0
4068,53,95070,2014,2039,9,187500,13,1
4069,53,95030,2015,2040,8,166666,11,1
4070,68,95030,2019,2044,4,83333,11,0
4071,44,95010,2014,2039,9,187500,13,1
4072,60,94650,2015,2040,8,166666,12,1
4073,58,94620,2019,2044,4,83333,11,0
4074,36,94590,2015,2040,8,166666,15,1
4075,70,94530,2019,2044,4,83333,11,0
4076,51,94430,2014,2039,9,187500,13,1
4077,55,94410,2015,2040,8,166666,11,1
4078,63,94270,2019,2044,4,83333,12,0
4079,50,94270,2014,2039,9,187500,13,1
4080,48,94080,2015,2040,8,166666,11,1
4081,45,94030,2019,2044,4,83333,11,0
4082,45,93850,2015,2040,8,166666,11,1
4083,48,93830,2019,2044,4,83333,16,0
4084,40,93790,2014,2039,9,187500,13,1
4085,53,93730,2015,2040,8,166666,11,1
4086,64,93680,2019,2044,4,83333,11,0
4087,65,93610,2014,2039,9,187500,13,1
4088,63,93570,2015,2040,8,166666,11,1
4089,67,93570,2019,2044,4,83333,11,0
4090,38,93550,2015,2040,8,166666,11,1
4091,32,93450,2019,2044,4,83333,13,0
4092,35,93150,2014,2039,9,187500,13,1
4093,73,93150,2015,2040,8,166666,12,1
4094,42,93150,2019,2044,4,83333,11,0
4095,60,93090,2019,2044,4,83333,11,0
4096,32,93080,2014,2039,9,187500,13,1
4097,62,93080,2015,2040,8,166666,11,1
4098,62,93070,2019,2044,4,83333,11,0
4099,59,93070,2015,2040,8,166666,13,1
4100,36,93040,2019,2044,4,83333,13,0
4101,52,93040,2014,2039,9,187500,13,1
4102,35,92740,2015,2040,8,166666,11,1
4103,61,92620,2019,2044,4,83333,11,0
4104,74,92610,2014,2039,9,187500,13,1
4105,77,92610,2015,2040,8,166666,11,1
4106,79,92610,2019,2044,4,83333,11,0
4107,62,92530,2015,2040,8,166666,11,1
4108,52,92520,2019,2044,4,83333,11,0
4109,46,92520,2014,2039,9,187500,16,1
4110,56,92370,2015,2040,8,166666,12,1
4111,62,92080,2019,2044,4,83333,11,0
4112,41,92070,2019,2044,4,83333,11,0
4113,46,92060,2014,2039,9,187500,16,1
4114,31,92060,2015,2040,8,166666,14,1
4115,49,92000,2019,2044,4,83333,12,0
4116,53,91870,2015,2040,8,166666,11,1
4117,86,91860,2019,2044,4,83333,11,0
4118,43,91740,2014,2039,9,187500,13,1
4119,36,91590,2015,2040,8,166666,12,1
4120,39,91580,2019,2044,4,83333,16,0
4121,56,91470,2014,2039,9,187500,13,1
4122,56,91290,2015,2040,8,166666,11,1
4123,50,91290,2019,2044,4,83333,11,0
4124,90,91200,2015,2040,8,166666,11,1
4125,54,90900,2019,2044,4,83333,12,0
4126,78,90690,2014,2039,9,187500,13,1
4127,44,90490,2015,2040,8,166666,11,1
4128,72,90490,2019,2044,4,83333,11,0
4129,35,90430,2019,2044,4,83333,16,0
4130,63,90300,2014,2039,9,187500,13,1
4131,64,90230,2015,2040,8,166666,11,1
4132,39,90170,2019,2044,4,83333,11,0
4133,58,90150,2015,2040,8,166666,11,1
4134,37,90150,2019,2044,4,83333,11,0
4135,62,90150,2014,2039,9,187500,13,1
4136,62,90140,2015,2040,8,166666,11,1
4137,43,90140,2019,2044,4,83333,11,0
4138,35,90140,2014,2039,9,187500,13,1
4139,69,90140,2015,2040,8,166666,11,1
4140,44,90140,2019,2044,4,83333,12,0
4141,56,90140,2015,2040,8,166666,11,1
4142,54,90140,2019,2044,4,83333,11,0
4143,39,90130,2014,2039,9,187500,16,0
4144,64,90130,2015,2040,8,166666,16,0
4145,70,90130,2019,2044,4,83333,11,0
4146,56,90130,2021,2046,2,41666,11,0
4147,39,90130,2020,2045,3,62500,12,0
4148,56,90130,2015,2040,8,166666,11,1
4149,48,90120,2019,2044,4,83333,11,0
4150,72,90120,2014,2039,9,187500,16,1
4151,45,90120,2015,2040,8,166666,11,1
4152,63,90120,2019,2044,4,83333,13,0
4153,60,90120,2021,2046,2,41666,11,0
4154,76,90120,2020,2045,3,62500,12,0
4155,35,90120,2015,2040,8,166666,11,1
4156,62,90120,2019,2044,4,83333,11,0
4157,54,90110,2014,2039,9,187500,13,1
4158,53,90110,2015,2040,8,166666,11,1
4159,53,90110,2019,2044,4,83333,12,0
4160,32,90110,2015,2040,8,166666,11,1
4161,48,90110,2019,2044,4,83333,11,0
4162,46,90110,2014,2039,9,187500,13,1
4163,48,90110,2015,2040,8,166666,12,1
4164,39,90110,2019,2044,4,83333,11,0
4165,42,90100,2021,2046,2,41666,11,0
4166,35,90100,2020,2045,3,62500,11,0
4167,49,90100,2015,2040,8,166666,11,1
4168,51,90100,2019,2044,4,83333,11,0
4169,67,90100,2014,2039,9,187500,12,1
4170,58,90100,2015,2040,8,166666,13,1
4171,65,90090,2019,2044,4,83333,11,0
4172,41,90090,2021,2046,2,41666,11,0
4173,34,90090,2020,2045,3,62500,11,0
4174,44,90090,2015,2040,8,166666,11,1
4175,47,90080,2019,2044,4,83333,11,0
4176,38,90080,2014,2039,9,187500,13,1
4177,61,90080,2015,2040,8,166666,14,1
4178,58,90080,2019,2044,4,83333,11,0
4179,86,90080,2015,2040,8,166666,16,1
4180,54,90080,2019,2044,4,83333,11,0
4181,41,90080,2014,2039,9,187500,13,1
4182,68,90080,2015,2040,8,166666,11,1
4183,49,90080,2019,2044,4,83333,15,0
4184,43,90080,2021,2046,2,41666,11,0
4185,63,90080,2020,2045,3,62500,11,0
4186,35,90070,2015,2040,8,166666,11,1
4187,57,90070,2019,2044,4,83333,11,0
4188,44,90070,2014,2039,9,187500,13,1
4189,59,90070,2015,2040,8,166666,11,1
4190,58,90070,2019,2044,4,83333,12,0
4191,77,90070,2021,2046,2,41666,11,0
4192,72,90070,2020,2045,3,62500,11,0
4193,58,90070,2015,2040,8,166666,11,1
4194,44,90060,2019,2044,4,83333,16,0
4195,38,90060,2014,2039,9,187500,13,1
4196,83,90060,2015,2040,8,166666,11,1
4197,54,90060,2019,2044,4,83333,11,0
4198,59,90050,2015,2040,8,166666,11,1
4199,75,90050,2019,2044,4,83333,11,0
4200,57,90050,2014,2039,9,187500,13,1
4201,75,90050,2015,2040,8,166666,11,1
4202,55,90050,2019,2044,4,83333,14,0
4203,60,90050,2014,2039,9,187500,13,1
4204,31,90040,2015,2040,8,166666,11,1
4205,72,90040,2019,2044,4,83333,11,0
4206,50,90040,2015,2040,8,166666,11,1
4207,59,90040,2019,2044,4,83333,11,0
4208,69,90040,2014,2039,9,187500,16,1
4209,45,90030,2015,2040,8,166666,11,1
4210,61,90030,2019,2044,4,83333,11,0
4211,64,90030,2014,2039,9,187500,13,1
4212,76,90020,2015,2040,8,166666,11,1
4213,64,89900,2019,2044,4,83333,11,0
4214,43,89870,2015,2040,8,166666,11,1
4215,46,89460,2019,2044,4,83333,12,0
4216,51,89070,2014,2039,9,187500,13,1
4217,33,88920,2015,2040,8,166666,12,1
4218,41,88910,2019,2044,4,83333,11,0
4219,40,88890,2014,2039,9,187500,13,1
4220,55,88860,2015,2040,8,166666,11,1
4221,45,88750,2019,2044,4,83333,13,0
4222,52,88680,2015,2040,8,166666,11,1
4223,48,88630,2019,2044,4,83333,11,0
4224,49,88550,2014,2039,9,187500,13,1
4225,61,88120,2015,2040,8,166666,11,1
4226,52,88080,2019,2044,4,83333,11,0
4227,36,88030,2014,2039,9,187500,14,1
4228,80,87870,2015,2040,8,166666,12,1
4229,91,87660,2019,2044,4,83333,11,0
4230,72,87630,2015,2040,8,166666,11,1
4231,35,87630,2019,2044,4,83333,16,0
4232,37,87630,2014,2039,9,187500,13,1
4233,58,87620,2015,2040,8,166666,16,1
4234,34,87620,2019,2044,4,83333,11,0
4235,39,87600,2014,2039,9,187500,16,1
4236,46,87600,2015,2040,8,166666,11,1
4237,81,87590,2019,2044,4,83333,11,0
4238,36,87560,2015,2040,8,166666,11,1
4239,60,87560,2019,2044,4,83333,11,0
4240,44,87550,2014,2039,9,187500,13,1
4241,64,87550,2015,2040,8,166666,11,1
4242,59,87550,2019,2044,4,83333,11,0
4243,71,87540,2019,2044,4,83333,11,0
4244,65,87540,2014,2039,9,187500,13,1
4245,34,87520,2015,2040,8,166666,12,1
4246,65,87310,2019,2044,4,83333,13,0
4247,67,87290,2015,2040,8,166666,11,1
4248,35,87220,2019,2044,4,83333,16,0
4249,39,87150,2014,2039,9,187500,13,1
4250,57,87150,2015,2040,8,166666,11,1
4251,58,87150,2019,2044,4,83333,12,0
4252,80,87120,2014,2039,9,187500,13,1
4253,72,87120,2015,2040,8,166666,11,1
4254,69,87070,2019,2044,4,83333,11,0
4255,34,87060,2015,2040,8,166666,11,1
4256,47,87060,2019,2044,4,83333,11,0
4257,65,87050,2014,2039,9,187500,13,1
4258,40,87030,2015,2040,8,166666,11,1
4259,51,86790,2019,2044,4,83333,11,0
4260,54,86560,2019,2044,4,83333,11,0
4261,62,86480,2014,2039,9,187500,13,1
4262,69,86470,2015,2040,8,166666,12,1
4263,46,86470,2019,2044,4,83333,11,0
4264,69,86390,2015,2040,8,166666,11,1
4265,81,86370,2019,2044,4,83333,11,0
4266,36,86330,2014,2039,9,187500,13,1
4267,60,86270,2015,2040,8,166666,11,1
4268,76,86180,2019,2044,4,83333,11,0
4269,86,86040,2014,2039,9,187500,13,1
4270,69,85940,2015,2040,8,166666,11,1
4271,58,85850,2019,2044,4,83333,16,0
4272,36,85790,2015,2040,8,166666,11,1
4273,41,85570,2019,2044,4,83333,11,0
4274,38,85510,2014,2039,9,187500,13,1
4275,50,85280,2015,2040,8,166666,11,1
4276,32,85230,2019,2044,4,83333,11,0
4277,62,85200,2019,2044,4,83333,16,0
4278,52,85160,2014,2039,9,187500,13,1
4279,35,85160,2015,2040,8,166666,11,1
4280,68,85110,2019,2044,4,83333,11,0
4281,55,85010,2015,2040,8,166666,11,1
4282,54,84890,2019,2044,4,83333,11,0
4283,57,84810,2014,2039,9,187500,13,1
4284,38,84800,2015,2040,8,166666,12,1
4285,79,84610,2019,2044,4,83333,12,0
4286,43,84250,2014,2039,9,187500,13,1
4287,59,84240,2015,2040,8,166666,16,1
4288,50,84180,2019,2044,4,83333,11,0
4289,72,84140,2015,2040,8,166666,12,1
4290,53,84120,2019,2044,4,83333,11,0
4291,30,84120,2014,2039,9,187500,13,1
4292,62,84110,2015,2040,8,166666,12,1
4293,54,84080,2019,2044,4,83333,12,0
4294,48,84080,2021,2046,2,41666,12,0
4295,56,84070,2020,2045,3,62500,11,0
4296,64,84070,2015,2040,8,166666,11,1
4297,46,84070,2019,2044,4,83333,12,0
4298,35,84060,2014,2039,9,187500,14,1
4299,34,84040,2015,2040,8,166666,16,0
4300,68,84040,2019,2044,4,83333,11,0
4301,55,84040,2021,2046,2,41666,11,0
4302,75,84030,2020,2045,3,62500,11,0
4303,66,84030,2015,2040,8,166666,11,1
4304,48,84030,2019,2044,4,83333,11,0
4305,32,84030,2014,2039,9,187500,13,1
4306,48,84030,2015,2040,8,166666,11,1
4307,47,84030,2019,2044,4,83333,16,0
4308,53,83910,2015,2040,8,166666,11,1
4309,34,83810,2019,2044,4,83333,11,0
4310,65,83570,2014,2039,9,187500,13,1
4311,56,83490,2015,2040,8,166666,11,1
4312,57,83400,2019,2044,4,83333,11,0
4313,32,83340,2021,2046,2,41666,11,0
4314,35,83320,2020,2045,3,62500,16,0
4315,46,83080,2015,2040,8,166666,11,1
4316,51,82950,2019,2044,4,83333,11,0
4317,51,82630,2014,2039,9,187500,13,1
4318,63,82620,2015,2040,8,166666,11,1
4319,44,82610,2019,2044,4,83333,12,0
4320,47,82600,2021,2046,2,41666,12,0
4321,38,82590,2020,2045,3,62500,11,0
4322,65,82590,2015,2040,8,166666,11,1
4323,34,82590,2019,2044,4,83333,11,0
4324,46,82570,2014,2039,9,187500,13,1
4325,43,82540,2015,2040,8,166666,11,1
4326,64,82350,2019,2044,4,83333,12,0
4327,37,82240,2015,2040,8,166666,11,1
4328,55,82230,2019,2044,4,83333,11,0
4329,57,82080,2014,2039,9,187500,16,1
4330,35,81970,2015,2040,8,166666,12,1
4331,58,81830,2019,2044,4,83333,11,0
4332,78,81820,2021,2046,2,41666,11,0
4333,47,81790,2020,2045,3,62500,12,0
4334,37,81730,2015,2040,8,166666,11,1
4335,37,81700,2019,2044,4,83333,11,0
4336,92,81680,2014,2039,9,187500,13,1
4337,43,81660,2015,2040,8,166666,11,1
4338,55,81640,2019,2044,4,83333,11,0
4339,42,81590,2021,2046,2,41666,11,0
4340,43,81130,2020,2045,3,62500,11,0
4341,64,81130,2015,2040,8,166666,11,1
4342,67,81120,2019,2044,4,83333,11,0
4343,34,81120,2014,2039,9,187500,13,1
4344,71,81120,2015,2040,8,166666,11,1
4345,76,81120,2019,2044,4,83333,10,0
4346,31,81110,2015,2040,8,166666,11,1
4347,60,81100,2019,2044,4,83333,11,0
4348,51,81090,2014,2039,9,187500,13,1
4349,44,81050,2015,2040,8,166666,11,1
4350,52,81040,2019,2044,4,83333,12,0
4351,54,81040,2014,2039,9,187500,13,1
4352,62,81040,2015,2040,8,166666,11,1
4353,35,81030,2019,2044,4,83333,11,0
4354,32,81030,2015,2040,8,166666,11,1
4355,39,80950,2019,2044,4,83333,11,0
4356,63,80700,2014,2039,9,187500,13,1
4357,48,80550,2015,2040,8,166666,13,1
4358,50,80460,2019,2044,4,83333,11,0
4359,31,80130,2014,2039,9,187500,13,1
4360,41,80120,2015,2040,8,166666,11,1
4361,70,80100,2019,2044,4,83333,11,0
4362,54,80080,2015,2040,8,166666,11,1
4363,49,79680,2019,2044,4,83333,11,0
4364,68,79620,2014,2039,9,187500,13,1
4365,32,79530,2015,2040,8,166666,12,1
4366,50,79190,2019,2044,4,83333,11,0
4367,53,79060,2014,2039,9,187500,13,1
4368,41,78890,2015,2040,8,166666,11,1
4369,41,78750,2019,2044,4,83333,11,0
4370,42,78740,2015,2040,8,166666,14,1
4371,33,78730,2019,2044,4,83333,12,0
4372,56,78680,2014,2039,9,187500,13,1
4373,55,78570,2015,2040,8,166666,11,1
4374,50,78530,2019,2044,4,83333,11,0
4375,51,78440,2014,2039,9,187500,13,1
4376,82,78440,2015,2040,8,166666,11,1
4377,78,78400,2019,2044,4,83333,11,0
4378,69,78360,2015,2040,8,166666,11,1
4379,35,78330,2019,2044,4,83333,11,0
4380,72,78290,2014,2039,9,187500,16,1
4381,42,78270,2015,2040,8,166666,11,1
4382,36,78220,2019,2044,4,83333,11,0
4383,58,78150,2014,2039,9,187500,13,1
4384,41,78150,2015,2040,8,166666,11,1
4385,45,78150,2019,2044,4,83333,11,0
4386,54,78130,2015,2040,8,166666,12,1
4387,51,78130,2019,2044,4,83333,16,0
4388,55,78120,2014,2039,9,187500,14,1
4389,50,78120,2015,2040,8,166666,11,1
4390,42,78120,2019,2044,4,83333,11,0
4391,76,78120,2019,2044,4,83333,11,0
4392,37,78110,2014,2039,9,187500,13,1
4393,66,78110,2015,2040,8,166666,12,1
4394,65,78110,2019,2044,4,83333,11,0
4395,71,78100,2015,2040,8,166666,11,1
4396,32,78100,2019,2044,4,83333,11,0
4397,33,78100,2014,2039,9,187500,13,1
4398,57,78100,2015,2040,8,166666,16,1
4399,45,78090,2019,2044,4,83333,13,0
4400,56,78090,2014,2039,9,187500,13,1
4401,39,78080,2015,2040,8,166666,12,1
4402,60,78080,2019,2044,4,83333,11,0
4403,30,78080,2015,2040,8,166666,11,1
4404,50,78080,2019,2044,4,83333,11,0
4405,52,78070,2014,2039,9,187500,13,1
4406,40,78060,2015,2040,8,166666,16,1
4407,35,78050,2019,2044,4,83333,11,0
4408,44,78040,2019,2044,4,83333,11,0
4409,40,78030,2014,2039,9,187500,13,1
4410,80,78030,2015,2040,8,166666,11,1
4411,54,78000,2019,2044,4,83333,11,0
4412,68,77870,2015,2040,8,166666,11,1
4413,56,77850,2019,2044,4,83333,11,0
4414,31,77640,2014,2039,9,187500,13,1
4415,52,77610,2015,2040,8,166666,16,1
4416,62,77580,2019,2044,4,83333,11,0
4417,57,77440,2014,2039,9,187500,13,1
4418,31,77380,2015,2040,8,166666,11,1
4419,47,77250,2019,2044,4,83333,12,0
4420,35,77140,2015,2040,8,166666,11,1
4421,81,77010,2019,2044,4,83333,11,0
4422,43,76980,2014,2039,9,187500,13,1
4423,50,76950,2015,2040,8,166666,11,1
4424,44,76920,2019,2044,4,83333,12,0
4425,49,76900,2019,2044,4,83333,11,0
4426,59,76900,2014,2039,9,187500,13,1
4427,63,76890,2015,2040,8,166666,11,1
4428,36,76850,2019,2044,4,83333,11,0
4429,56,76820,2015,2040,8,166666,11,1
4430,66,76710,2019,2044,4,83333,11,0
4431,50,76690,2014,2039,9,187500,13,1
4432,32,76590,2015,2040,8,166666,13,1
4433,35,76570,2019,2044,4,83333,16,0
4434,34,76530,2014,2039,9,187500,13,1
4435,34,76490,2015,2040,8,166666,11,1
4436,55,76480,2019,2044,4,83333,16,0
4437,42,76440,2015,2040,8,166666,12,1
4438,63,76410,2019,2044,4,83333,11,0
4439,34,76250,2014,2039,9,187500,13,1
4440,45,76120,2015,2040,8,166666,11,1
4441,43,76090,2019,2044,4,83333,11,0
4442,31,75940,2021,2046,2,41666,11,0
